,Compound Name,CF Standard Name (from MIP Variables),Title,Description,Type,Modeling Realm,Table,Frequency,Status,Theme,Atmosphere author team review,CMIP7 Variable Groups,UID,Min Rank,Processing Note,Provenance,Priority 2 (CMIP6 - OLD,Priority 1 (CMIP6) -- OLD,Rank by File Count,Rank by Volume,Rank by Submissions,Positive Direction,Impacts & adaptation author team review,Priority 3 (CMIP6 - OLD),Variable is included in ESM-BCV v1.3,Ocean & sea-ice author team review,Cross-thematic team review,Cross-thematic group review comment,Land & land-ice author team review,Priority 2 (CMIP6),Priority 1 (CMIP6),Atmosphere review comment,Priority 3 (CMIP6),Earth system author team review
recJDONAPaYJW7jMz,LImon.pflw,liquid_water_content_of_permafrost_layer,Liquid Water Content of Permafrost Layer,"""where land over land"", i.e., this is the total mass of liquid water contained within the permafrost layer within the land portion of a grid cell divided by the area of the land portion of the cell.
",real,"['landIce', 'land']",['LImon'],['mon'],CMIP6 CMOR variable,,,FireMIP_monthly,bab323d2-e5dd-11e5-8482-ac72891c3257,1765,,LImon ((isd.003)),['VIACSAB'],"['CMIP', 'VIACSAB']",1848,1848,1765,,,['CMIP5'],,,,,,,,,,
recJF8BKJWpy7LZr4,E3hrPt.rsucsaf,upwelling_shortwave_flux_in_air_assuming_clear_sky_and_no_aerosol,"Upwelling Clear-Sky, Aerosol-Free Shortwave Radiation","Calculated in the absence of aerosols and clouds (following Ghan). This requires a double-call in the radiation code with precisely the same meteorology.
",real,['aerosol'],['E3hrPt'],['3hrPt'],CMIP6 CMOR variable,,,,916b8dd0-267c-11e7-8933-ac72891c3257,9999,,RFMIP [aero_irf],,['RFMIP'],,,,up,,,,,,,,,,,,
recJFGTXJAidEPJI2,AERmon.mmrnh4,mass_fraction_of_ammonium_dry_aerosol_particles_in_air,NH4 Mass Mixing Ratio,"Dry mass fraction of ammonium aerosol particles in air.
",real,['aerosol'],['AERmon'],['mon'],CMIP6 CMOR variable,,,"SO_BGC-cloud_atmos_composition_monthly, aerchemmip_3d_monthly, CFMIP_baseline",19bfa084-81b1-11e6-92de-ac72891c3257,433,,AERmon ((isd.003)),,"['AerChemMIP', 'CFMIP']",704,433,1069,,,,,,,,,,,,,
recJFOzuOyQl5KDmj,Lmon.fVegSoil,carbon_mass_flux_into_soil_from_vegetation_excluding_litter,Total Carbon Mass Flux from Vegetation Directly to Soil,"In some models part of carbon (e.g., root exudate) can go directly into the soil pool without entering litter.
",real,['land'],['Lmon'],['mon'],CMIP6 CMOR variable,,,"c4mip_land_cn_cycle_monthly, c4mip_land_carbon_cycle_tier1",baadac22-e5dd-11e5-8482-ac72891c3257,1320,,Lmon ((isd.003)),['VIACSAB'],"['C4MIP', 'CMIP', 'CMIP5', 'LS3MIP', 'PMIP', 'VIACSAB']",1320,1511,1401,,,,,,,,,,,,,
recJI9xZ14dhrGA0o,Omon.msftmrho,ocean_meridional_overturning_mass_streamfunction,Ocean Meridional Overturning Mass Streamfunction,"Overturning mass streamfunction arising from all advective mass transport processes, resolved and parameterized.
",real,['ocean'],['Omon'],['mon'],CMIP6 CMOR variable,,,"ocean_meridional_overturning_streamfunctions_yearly, DAMIP_monthly, paleo_ocean_transports, DCPP_Wider, omip_transports_high_priority",baa5a1da-e5dd-11e5-8482-ac72891c3257,986,"Function of latitude, rho, basin. For a model with a cartesian latxlon grid, this is the same as the ""Ocean Y Overturning Mass Streamfunction"" (msftyrho), which should in this case be omitted.  For other models, this transport should be approximated as the transport across zig-zag paths corresponding to latitudes with spacing between latitudes appropriate to the model's resolution.
",Omon ((isd.003)),,"['CMIP', 'CMIP5', 'DAMIP', 'PMIP']",986,1351,1159,,,,,,,,,,,,,
recJLrw6OqSerFsgp,AERmon.tatp,tropopause_air_temperature,Tropopause Air Temperature,"2D monthly mean thermal tropopause calculated using WMO tropopause definition on 3d temperature
",real,['aerosol'],['AERmon'],['mon'],CMIP6 CMOR variable,,,aerchemmip_2d_monthly,19bf81b2-81b1-11e6-92de-ac72891c3257,427,,AERmon ((isd.003)),,['AerChemMIP'],659,1143,427,,,,,,,,,,,,,
recJM30TycUploGOy,CFday.rsuscs,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,Surface Upwelling Clear-Sky Shortwave Radiation,"Surface Upwelling Clear-sky Shortwave Radiation
",real,['atmos'],['CFday'],['day'],CMIP6 CMOR variable,,,"cfmip_daily, CFMIP_baseline",bab67424-e5dd-11e5-8482-ac72891c3257,220,,CFday ((isd.003)),,['CMIP5'],516,360,220,up,,,,,,,,,,,,
recJM4YSdDJDhEPeF,Emon.intuaw,eastward_atmosphere_water_transport_across_unit_distance,Vertically Integrated Eastward Moisture Transport,"Vertically integrated Eastward moisture transport (Mass weighted vertical integral of the product of eastward wind by total water mass per unit mass)
",real,['atmos'],['Emon'],['mon'],CMIP6 CMOR variable,,,,6f690484-9acb-11e6-b7ee-ac72891c3257,692,,PMIP [PMIP-Amon-02],,['PMIP'],781,939,692,,,,,,,,,,,,,
recJNmlUqQDck7WLD,AERmon.mmrss,mass_fraction_of_sea_salt_dry_aerosol_particles_in_air,Sea-Salt Aerosol Mass Mixing Ratio,"Mass fraction in the atmosphere of sea salt aerosol (dry mass).
",real,['aerosol'],['AERmon'],['mon'],CMIP6 CMOR variable,,,"SO_BGC-cloud_atmos_composition_monthly, aerchemmip_3d_monthly, CFMIP_baseline",19bed1f4-81b1-11e6-92de-ac72891c3257,136,,AERmon ((isd.003)),,"['AerChemMIP', 'CFMIP', 'GeoMIP', 'PMIP', 'RFMIP']",342,136,382,,,,,,,,,,,,,
recJNxL84P7TjMQbK,AERmon.ccn1,,CCN concentration at 1.0 percent supersaturation,"This is the concentration of cloud condensation nuclei (CCN) at 1.0 percent supersaturation, based on aerosol chemical composition and size
",real,['aerosol'],['AERmon'],['mon'],Under review,['Atmosphere'],In progress,"SO_BGC-cloud_atmos_composition_monthly, aerchemmip_3d_monthly",83bbfc1a-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,,,,,,,,,
recJOnEuwO2mTHoRE,CFmon.clmodisice_dup,,MODIS Ice Topped Cloud Area Fraction,"Percentage ice-cloud cover as seen by the MODIS instrument simulator. Dimensions of cloud IWP (cloud ice water path) and r\_eff (effective droplet size).
",real,['atmos'],['CFmon'],['mon'],Under review,['Atmosphere'],In progress,CFMIP_cosp_extra,83bbfbdb-7f07-11ef-9308-b1dd71e64bec,,"7 IWP levels x 6 effective radius levels. NOTE: ""p1000"" is chosen as a coordinate to enable form submission and should be ignored.  An extra dimension of IWP should also be added to this request (although it is not an option in the form). Metric is further described in [Pincus 2023](https://essd.copernicus.org/articles/15/2483/2023/essd-15-2483-2023-discussion.html).

[BD removed the p1000 coordinate on 4/9/24]
",,,,,,,,,,,,,,,,,"Atmosphere team happy to accept variable.

Moved back to in progress, as it has been noted that there are duplicate compound names. Could suggest to the author to submit new physical parameters to avoid this.

NOTE - need to add IWP as an extra dimension",,
recJP2wLKl4zAiRnl,CFsubhr.tntscpbl,tendency_of_air_temperature_due_to_stratiform_cloud_and_precipitation_and_boundary_layer_mixing,Tendency of Air Temperature Due to Stratiform Cloud and Precipitation and Boundary Layer Mixing,"To be specified only in  models which do not separate cloud, precipitation and boundary layer terms.  Includes all boundary layer terms including diffusive ones.
",real,['atmos'],['CFsubhr'],['subhrPt'],CMIP6 CMOR variable,,,"cfmip_subhr, CFMIP_cfSites",a9556ca4-817c-11e6-a4e2-5404a60d96b5,364,,CFsubhr ((isd.003)),,['CMIP5'],1265,364,1069,,,,,,,,,,,,,
recJQvOgnnY3ItheB,Oyr.chl,mass_concentration_of_phytoplankton_expressed_as_chlorophyll_in_sea_water,Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,"sum of chlorophyll from all phytoplankton group concentrations.  In most models this is equal to chldiat+chlmisc, that is the sum of ""Diatom Chlorophyll Mass Concentration"" plus ""Other Phytoplankton Chlorophyll Mass Concentration""
",real,['ocnBgchem'],['Oyr'],['yr'],CMIP6 CMOR variable,,,,ba9e3274-e5dd-11e5-8482-ac72891c3257,423,,Oyr ((isd.003)),,"['CMIP', 'CMIP5', 'PMIP']",423,460,548,,,,,,,,,,,,,
recJSKJbMNSTE1m1r,6hrPlevPt.grplmxrat,mass_fraction_of_graupel_in_air,Graupel Mixing Ratio,"Graupel mixing ratio
",real,['atmos'],['6hrPlevPt'],['6hrPt'],CMIP6 CMOR variable,,,,f2c7dcbe-26b8-11e7-8344-ac72891c3257,9999,,HighResMIP [6hrPlev_intense],,,,,,,,['HighResMIP'],,,,,,,,,,
recJVS4NWV23qsbcM,Omon.vboluso,bolus_northward_sea_water_velocity,Bolus (parameterized) velocity in the northward direction,"The bolus (also referred to as parameterised) ocean velocity in the northward direction.
",real,['ocean'],['Omon'],['mon'],Under review,['Ocean & sea-ice'],,,83bbfb49-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,In progress,,,,,,,,
recJWRlVYrSQc1DYV,AERmon.pod0,integral_wrt_time_of_mole_stomatal_uptake_of_ozone,Phytotoxic Ozone Dose,"Accumulated stomatal ozone flux over the threshold of 0 mol m-2 s-1; Computation: Time Integral of (hourly above canopy ozone concentration \* stomatal conductance \* Rc/(Rb+Rc) )
",real,['aerosol'],['AERmon'],['mon'],CMIP6 CMOR variable,,,aerchemmip_2d_monthly,01d364ca-c792-11e6-aa58-5404a60d96b5,9999,,AERmon ((isd.003)),,['AerChemMIP'],,,,,,,,,,,,,,,,
recJWdtXioZSyVvD8,Omon.epfe100,sinking_mole_flux_of_particulate_iron_in_sea_water,Downward Flux of Particulate Iron,"In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.   'Sinking' is the gravitational settling of particulate matter suspended in a liquid. A sinking flux is positive downwards and is calculated relative to the movement of the surrounding fluid.
",real,['ocnBgchem'],['Omon'],['mon'],CMIP6 CMOR variable,,,,5a35e288-c77d-11e6-8a33-5404a60d96b5,653,"at 100 m depth.
",Omon ((isd.003)),['VIACSAB'],['VIACSAB'],884,724,653,,,['CMIP5'],,,,,,,,,,
recJXxwPUSgS5UyJM,ImonAnt.sbl,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,Surface Snow and Ice Sublimation Flux,"The snow and ice sublimation flux is the loss of snow and ice mass per unit area from the surface resulting from their direct conversion to water vapor that enters the atmosphere.
",real,['landIce'],['ImonAnt'],['mon'],CMIP6 CMOR variable,,,landice_antarctica_allfreq,d5b31722-c78d-11e6-9b25-5404a60d96b5,1392,,ISMIP6 [ImonAnt],,['ISMIP6'],1392,1590,1463,,,,,,,,,,,,,
recJZ1zt8HwnqgEQn,day.wbgt2mmax,,mean 2m daily wet bulb globe temperature,"**mean 2m daily wet bulb globe temperature**
",real,['atmos'],['day'],['day'],New,"['Atmosphere', 'Impacts & adaptation']",In progress,baseline_daily,83bbfbcc-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,In progress,,,,,,,,,,,
recJZttyiiN91WPy4,Oyr.calc,mole_concentration_of_calcite_expressed_as_carbon_in_sea_water,Calcite Concentration,"sum of particulate calcite component concentrations (e.g. Phytoplankton, Detrital, etc.)
",real,['ocnBgchem'],['Oyr'],['yr'],CMIP6 CMOR variable,,,,ba9dd428-e5dd-11e5-8482-ac72891c3257,666,,Oyr ((isd.003)),"['CMIP5', 'PMIP', 'VIACSAB']","['CMIP', 'VIACSAB']",859,666,788,,,,,,,,,,,,,
recJdBnpkoIzTn7hd,AERmon.dryoa,minus_tendency_of_atmosphere_mass_content_of_particulate_organic_matter_dry_aerosol_particles_due_to_dry_deposition,Dry Deposition Rate of Dry Aerosol Total Organic Matter,,real,['aerosol'],['AERmon'],['mon'],CMIP6 CMOR variable,,,aerchemmip_2d_monthly,19bf27e4-81b1-11e6-92de-ac72891c3257,461,,AERmon ((isd.003)),,"['AerChemMIP', 'VIACSAB']",633,1073,461,,,,,,,,,,,,,
recJdnhyriHMKbBOS,Eday.wap,lagrangian_tendency_of_air_pressure,Omega (=dp/dt),"wap is a lower priority request (level 2, not level 1)
",real,['atmos'],['Eday'],['day'],CMIP6 CMOR variable,,,dynvar_basic,8b982c22-4a5b-11e6-9cd2-ac72891c3257,104,,DynVarMIP [DYVR_daily_d],,['DynVarMIP'],439,104,332,,,,,,,,,,,,,
recJhP1RFSQG5xSkW,AERmon.emic3h8,tendency_of_atmosphere_mass_content_of_propane_due_to_emission,total emission rate of C3H8 ,"This is the total emission rate of propane (C3H8) into the atmosphere
",real,['aerosol'],['AERmon'],['mon'],Under review,['Atmosphere'],In progress,aerchemmip_2d_monthly,83bbfbfe-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,,,,,,,,,
recJiWL1BnO20Ixes,Emon.sconcso4,mass_concentration_of_sulfate_dry_aerosol_particles_in_air,Surface Concentration of SO4,"mass concentration of sulfate dry aerosol in air in model lowest layer.
",real,['atmos'],['Emon'],['mon'],CMIP6 CMOR variable,,,,6f36ef12-9acb-11e6-b7ee-ac72891c3257,727,,GeoMIP [aeroGeo],,['GeoMIP'],1018,1129,727,,,,,,,,,,,,,
recJimroIkSGWKfW6,Amon.ch4Clim,mole_fraction_of_methane_in_air,Mole Fraction of CH4,"Mole fraction is used in the construction mole\_fraction\_of\_X\_in\_Y, where X is a material constituent of Y.
",real,"['atmos', 'atmosChem']",['Amon'],['monC'],CMIP6 CMOR variable,,,CFMIP_baseline,a92e26e4-817c-11e6-a4e2-5404a60d96b5,9999,"Report only for simulations (e.g., prescribed concentration pi-control run), in which the CH4 does not vary from one year to the next. Report 12 monthly values, starting with January, even if the values do not vary seasonally.  When calling CMOR, identify this variable as ch4global, not ch4.   If  CH4 is spatially uniform, omit this field, but report Global Mean Mole Fraction of CH4 (see the table entry after the next).  Are these the preferred units or should it be a unitless fraction?  Should this field be reported instead on model levels?  Or should we also require either the vertically integrated mole fraction (or mass?) of this species or the vertically integrated globally averaged mole fraction (or mass?)?
",Amon ((isd.003)),,"['CFMIP', 'CMIP', 'CMIP5', 'PMIP']",,,,,,,,,,,,,,,,
recJlG1hyr97VW22r,Omon.limnpico,nitrogen_growth_limitation_of_picophytoplankton,Nitrogen Limitation of Picophytoplankton,"Picophytoplankton are phytoplankton of less than 2 micrometers in size. Phytoplankton are algae that grow where there is sufficient light to support photosynthesis. ""Nitrogen growth limitation"" means the ratio of the growth rate of a species population in the environment (where there is a finite availability of nitrogen) to the theoretical growth rate if there were no such limit on nitrogen availability.
",real,['ocnBgchem'],['Omon'],['mon'],CMIP6 CMOR variable,,,marine_bgc_pp_uncertainty,baa01f62-e5dd-11e5-8482-ac72891c3257,1013,,Omon ((isd.003)),"['C4MIP', 'PMIP']",['CMIP'],1178,1013,1463,,,['CMIP5'],,,,,,,,,,
recJmpgdsEuzYP9Q8,CF3hr.dtauc,atmosphere_optical_thickness_due_to_convective_cloud,Convective Cloud Optical Depth,"This is the in-cloud optical depth obtained by considering only the cloudy portion of the grid cell
",real,['atmos'],['CF3hr'],['3hrPt'],CMIP6 CMOR variable,,,"cfmip_3hr, clouds_basic_instantaneous",baac7816-e5dd-11e5-8482-ac72891c3257,9999,,CF3hr ((isd.003)),['CFMIP'],,,,,,,,,,,,,,,,,
recJoOzfVPHYCLYO4,SIday.siconc,sea_ice_area_fraction,Sea-Ice Area Percentage (Ocean Grid),"Percentage of grid cell covered by sea ice
",real,['seaIce'],['SIday'],['day'],CMIP6 CMOR variable,,,"baseline_daily, seaice_state_daily_basic, cowclip_wind_wave_variables, DCPP_Wider, biodiv_marine_daily, CFMIP_baseline, cordex [test], seaice_gcos_ecv, dynamical_downscaling_core",85c3e888-357c-11e7-8257-5404a60d96b5,95,,SIMIP [seaiceday],,"['CMIP', 'CMIP5', 'CORDEX', 'LS3MIP', 'SIMIP']",95,132,116,,,['DCPP'],1 checked out of 1,,,,,,"CFMIP, CMIP, CORDEX, DAMIP, HighResMIP, LS3MIP, SIMIP, VolMIP",,"DCPP, PAMIP",
recJpG0BwSGf96ykV,Omon.wfo,water_flux_into_sea_water,Water Flux into Sea Water,"Computed as the water flux into the ocean divided by the area of the ocean portion of the grid cell. This is the sum \*wfonocorr\* and \*wfcorr\*.
",real,['ocean'],['Omon'],['mon'],CMIP6 CMOR variable,,,"aerchemmip_2d_monthly, DCPP_Essential, paleo_ocean, omip_surface_fluxes_high_priority",baa63578-e5dd-11e5-8482-ac72891c3257,107,"net flux of water into sea water, including any flux correction. Report on native horizontal grid as well as mapped onto sphere.
",Omon ((isd.003)),,"['CMIP', 'CMIP5', 'DAMIP', 'PMIP', 'VIACSAB']",115,382,107,,,,,,,,,,,,,
recJpKkyopHCcgwRe,fx.zfull,height_above_reference_ellipsoid,Altitude of Model Full-Levels,"Provide only if altitude of full model levels is fixed
",real,['atmos'],['fx'],['fx'],CMIP6 CMOR variable,,,CFMIP_baseline,0ea7a738776ef049ed7bef9c701a819c8c9ca036,751,,scanDreq.py,,"['CFMIP', 'CMIP']",751,1359,956,,,,0 checked out of 1,,,,,,,,,
recJqLWGuUScxoT3M,CFday.ua,eastward_wind,Eastward Wind,"Zonal wind (positive in a eastward direction).
",real,['atmos'],['CFday'],['day'],CMIP6 CMOR variable,,,"cfmip_daily, CFMIP_daily_3D",babb4cf6-e5dd-11e5-8482-ac72891c3257,27,,CFday ((isd.003)),,['CMIP5'],365,27,382,,,,,,,,,,,,,
recJr3KaTRRKGvkbE,CFmon.rlucs4co2,upwelling_longwave_flux_in_air_assuming_clear_sky,Upwelling Clear-Sky Longwave Radiation 4XCO2 Atmosphere,"Upwelling clear-sky longwave radiation calculated using carbon dioxide concentrations increased fourfold (includes the fluxes at the surface and TOA)
",real,['atmos'],['CFmon'],['mon'],CMIP6 CMOR variable,,,"cfmip_monthly, radiativeforcing_monthly",bab571f0-e5dd-11e5-8482-ac72891c3257,347,,CFmon ((isd.003)),,['CMIP5'],931,347,727,up,,,,,,,,,,,,
recJrHgJcclsPPHr6,6hrPlevPt.uaUTLS,northward_wind,6 hourly instantaneous northward wind in the UTLS region ,"6 hourly instantaneous northward wind at 3 pressure levels in the UTLS region (100, 150 and 225 hPa)
",real,['atmos'],['6hrPlevPt'],['6hrPt'],Under review,['Impacts & adaptation'],,,83bbfc4a-7f07-11ef-9308-b1dd71e64bec,,"subset of 27 pressure levels to cover the UTLS region
",,,,,,,,In progress,,,,,,,,,,,
recJwcqosfjiZotkM,6hrPlev.va100m,northward_wind,Northward Wind at 100m,"Meridional wind at 100m above the surface.
",real,['atmos'],['6hrPlev'],['6hr'],CMIP6 CMOR variable,,,,917b7d94-267c-11e7-8933-ac72891c3257,1765,,VIACSAB [viacsabExtra],,['VIACSAB'],1842,1775,1765,,,,,,,,,,,,,
recJym11ptzQ8nPpw,Eday.albsn,surface_albedo,Snow Albedo,"Snow Albedo
",real,['land'],['Eday'],['day'],CMIP6 CMOR variable,,,,d227ce42-4a9f-11e6-b84e-ac72891c3257,988,,LS3MIP [LEday],,['LS3MIP'],988,1175,1295,,,,,,,,,,,,,
recK0cwDFNkSP6kUm,Lmon.rMaint,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_plant_respiration_for_biomass_maintenance,Carbon Mass Flux into Atmosphere Due to Maintenance Autotrophic Respiration on Land [kgC m-2 s-1],"Maintenance respiration is defined as the carbon cost to support the metabolic activity of existing live tissue.
",real,['land'],['Lmon'],['mon'],CMIP6 CMOR variable,,,,bab4bc2e-e5dd-11e5-8482-ac72891c3257,427,"This flux and rGrowth provide a breakdown of the higher priority ""Autotrophic (Plant) Respiration"" [ra]; thus the sum should be identical to that.
",Lmon ((isd.003)),"['CMIP5', 'VIACSAB']","['CMIP', 'VIACSAB']",502,1277,427,up,,,,,,,,,,,,
recK10f0sqLbZUegq,AERmon.abs550oa,atmosphere_absorption_optical_thickness_due_to_particulate_organic_matter_ambient_aerosol_particles,particulate organic matter aaod@550nm,"This is the particular organic matter aerosol optical depth at 550nm due to absorption
",real,['aerosol'],['AERmon'],['mon'],Under review,['Atmosphere'],In progress,aerchemmip_2d_monthly,83bbfc22-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,,,,,,,,,
recK2XlsJxc47sQdh,LImon.sblIs,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,Ice Sheet Surface Snow and Ice Sublimation Flux,"quantity averaged over ice\_sheet (meaning grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)
",real,['landIce'],['LImon'],['mon'],CMIP6 CMOR variable,,,"landice_global_allfreq, paleo_permafrost",132b2aca-be44-11e6-9e13-f9e3356200b3,1069,,ISMIP6 [new_LImon],,['ISMIP6'],1274,1434,1069,,,,,,,,,,,,,
recK2ts8xKCef0Oy4,Esubhr.tnhus,tendency_of_specific_humidity,Tendency of Specific Humidity,"Tendency of Specific Humidity
",real,['atmos'],['Esubhr'],['subhrPt'],CMIP6 CMOR variable,,,,8bb1b624-4a5b-11e6-9cd2-ac72891c3257,124,,HighResMIP [1ts],,,1138,124,1681,,,['HighResMIP'],,,,,,,,,,
recKFE3VyS0npN82x,AERmon.emibbnh3,,total emission rate of NH3 from all biomass burning,"This is the total emission rate of ammonia (NH3) into the atmosphere from all biomass burning (natural and anthropogenic)
",real,['aerosol'],['AERmon'],['mon'],Under review,['Atmosphere'],In progress,aerchemmip_2d_monthly,83bbfc07-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,,,,,,,,,
recKJed4SJDaUh2yt,3hr.wetnh4,minus_tendency_of_atmosphere_mass_content_of_ammonium_dry_aerosol_particles_due_to_wet_deposition,3-hourly Wet Deposition Rate of NH4,"3-hourly Wet Deposition Rate of NH4
",real,['atmosChem'],['3hr'],['3hr'],New,['Impacts & adaptation'],,Deposition variables requested by ISIMIP,83bbfc5f-7f07-11ef-9308-b1dd71e64bec,,,,,,,,,,,,,,,,,,,,,
recKL9pe6oM56mvIF,Omon.aragos,mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water,Surface Aragonite Concentration,"sum of particulate aragonite components (e.g. Phytoplankton, Detrital, etc.)
",real,['ocnBgchem'],['Omon'],['mon'],CMIP6 CMOR variable,,,Ocean_acidification_oxygen_extremes,c9181982-c5e8-11e6-84e6-5404a60d96b5,1348,,Omon ((isd.003)),['CMIP5'],,1348,1489,1765,,,,,,,,,,,,,
