,Name,Title (from Variables (Import)),Model Count,Rank,Download Volume,Rank 2,Download Count,Rank 3,Min Rank,Field 10,Field 11,Field 12,Field 13,CMOR Variables (Import),Variables,Review Comment,In C3S
rec23X1TbsU6q6RY2,CFday.wap,Omega (=dp/dt),28.0,382.0,106975.14,41.0,9858,464.0,41,lagrangian_tendency_of_air_pressure,Omega (=dp/dt),"commonly referred to as 'omega', this represents the vertical component of velocity in pressure coordinates (positive down)","Temporal mean, Global field on model atmosphere levels [XY-A]",CFday.wap,CFday.wap,,
rec24C0sKFtGDK1Yu,Oyr.cfc11,Mole Concentration of CFC11 in Sea Water,11.0,898.0,206.21,962.0,776,1290.0,898,mole_concentration_of_cfc11_in_sea_water,Mole Concentration of CFC11 in Sea Water,"Mole concentration means number of moles per unit volume, also called 'molarity', and is used in the construction 'mole_concentration_of_X_in_Y', where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. The chemical formula of CFC11 is CFCl3. The IUPAC name for CFC11 is trichloro-fluoro-methane. [Report on native horizontal grid as well as on a spherical latitude/longitude grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.]","Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.cfc11,Oyr.cfc11,,
rec24Qe6AYoKo0qS8,CFday.rsdscs,Surface Downwelling Clear-Sky Shortwave Radiation,43.0,209.0,3986.48,348.0,10775,435.0,209,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,Surface Downwelling Clear-Sky Shortwave Radiation,Surface solar irradiance clear sky for UV calculations,"Temporal mean, Global field (single level) [XY-na] [am-tm]",CFday.rsdscs,CFday.rsdscs,,
rec25lyqqvrURnyGZ,day.huss,Near-Surface Specific Humidity,73.0,89.0,67732.07,64.0,301346,63.0,63,specific_humidity,Near-Surface Specific Humidity,"Near-surface (usually, 2 meter) specific humidity. [normally, report this at 2 meters above the surface]","Temporal mean, Global field (single level) [XY-na] {:height2m} [tmean]",day.huss,day.huss,,True
rec26i6SvY3R9MZJK,Emon.hus,Specific Humidity,29.0,366.0,5317.26,295.0,18765,321.0,295,specific_humidity,Specific Humidity,in Amon,"Temporal Mean, Global field (7 pressure tropospheric levels) [XY-P7T] [am-tm]",Emon.hus,Emon.hus,,
rec27pGpAMdkbkj8N,Eday.hfls,Surface Upward Latent Heat Flux,10.0,956.0,540.11,700.0,3235,840.0,700,surface_upward_latent_heat_flux,Surface Upward Latent Heat Flux,Latent heat flux,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Eday.hfls,Eday.hfls,,
rec28L1fvYbDq1LUu,CFday.rlutcs,TOA Outgoing Clear-Sky Longwave Radiation,36.0,264.0,3434.79,375.0,8758,489.0,264,toa_outgoing_longwave_flux_assuming_clear_sky,TOA Outgoing Clear-Sky Longwave Radiation,Upwelling clear-sky longwave radiation at top of atmosphere,"Temporal mean, Global field (single level) [XY-na] [am-tm]",CFday.rlutcs,CFday.rlutcs,,
rec2DtU9yE0yvSk8r,ImonAnt.snicefreez,Surface Snow and Ice Refreeze Flux,4.0,1463.0,3.0,1707.0,466,1408.0,1408,surface_snow_and_ice_refreezing_flux,Surface Snow and Ice Refreeze Flux,Mass flux of surface meltwater which refreezes within the snowpack. Computed as the total refreezing on the land ice portion of the grid cell divided by land ice area in the grid cell.,"Temporal mean, Antarctic Polar Stereographic Grid [XYA-na] [amni-twmn]",ImonAnt.snicefreez,ImonAnt.snicefreez,,
rec2FYFBx3n1fORnG,Omon.msftmrhompa,Ocean Meridional Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection,3.0,1599.0,7.74,1606.0,196,1548.0,1548,ocean_meridional_overturning_mass_streamfunction_due_to_parameterized_mesoscale_eddy_advection,Ocean Meridional Overturning Mass Streamfunction Due to Parameterized Mesoscale Advection,"CMIP5 called this 'due to Bolus Advection'.  Name change respects the more general physics of the mesoscale parameterizations. [Function of latitude, rho, basin. For a model with a cartesian latxlon grid, this is the same as the ""Ocean Y Overturning Mass Streamfunction"" (msftyrhompa), which should in this case be omitted.  For other models, this transport should be approximated as the transport across zig-zag paths corresponding to latitudes with spacing between latitudes appropriate to the model's resolution.]","Temporal mean, Ocean Basin Meridional Section (on density surfaces) [YB-R] [bzzsum]",Omon.msftmrhompa,Omon.msftmrhompa,,
rec2JrVF0GWooruZe,Emon.nLitterSubSurf,Nitrogen Mass in Below-Ground Litter (non CWD),2.0,1681.0,5.54,1659.0,4011,776.0,776,subsurface_litter_mass_content_of_nitrogen,Nitrogen Mass in Below-Ground Litter (non CWD),"'Content' indicates a quantity per unit area. 'Litter' is dead plant material in or above the soil. It is distinct from coarse wood debris. The precise distinction between 'fine' and 'coarse' is model dependent. 'Subsurface litter' means the part of the litter mixed within the soil below the surface. The sum of the quantities with standard names wood_debris_mass_content_of_nitrogen, surface_litter_mass_content_of_nitrogen and subsurface_litter_mass_content_of_nitrogen is the total nitrogen mass content of dead plant material.","Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Emon.nLitterSubSurf,Emon.nLitterSubSurf,,
rec2KP8PCDYsYMHEK,CFsubhr.rtmt,Net Downward Radiative Flux at Top of Model,6.0,1295.0,90.35,1166.0,299,1485.0,1166,net_downward_radiative_flux_at_top_of_atmosphere_model,Net Downward Radiative Flux at Top of Model,"i.e., at the top of that portion of the atmosphere where dynamics are explicitly treated by the model. This is reported only if it differs from the net downward radiative flux at the top of the atmosphere. [This table includes the 2-D variables listed in the ""Amon"" spreadsheet, omitting, however, the daily maximum and minimum temperatures.  All variables should be reported as synoptic fields, not daily means.]","Instantaneous value (i.e. synoptic or time-step value), Site (121 specified sites) [S-na] [apt-tpt]",CFsubhr.rtmt,CFsubhr.rtmt,,
rec2Lu5lWg6xqYlP9,Eday.mrros,Surface Runoff,14.0,727.0,274.55,872.0,2412,950.0,727,surface_runoff_flux,Surface Runoff,surface_runoff_flux,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Eday.mrros,Eday.mrros,,
rec2MDTQULWqEPMdU,Emon.opottemprmadvect,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Residual Mean Advection,7.0,1230.0,4175.6,335.0,420,1426.0,335,tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_residual_mean_advection,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Residual Mean Advection,"The phrase 'residual mean advection' refers to the sum of the model's resolved advective transport plus any parameterized advective transport. Parameterized advective transport includes processes such as parameterized mesoscale and submesoscale transport, as well as any other advectively parameterized transport. When the parameterized advective transport is represented in the model as a skew-diffusion rather than an advection, then the parameterized skew diffusion should be included in this diagnostic, since the convergence of skew-fluxes are identical (in the continuous formulation) to the convergence of advective fluxes.","Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Emon.opottemprmadvect,Emon.opottemprmadvect,,
rec2Mf5OuwyvRfD4P,E3hrPt.aerasymbnd,Aerosol Level Asymmetry Parameter for Each Band,3.0,1599.0,55.06,1286.0,5,1816.0,1286,asymmetry_factor_of_ambient_aerosol_particles,Aerosol Level Asymmetry Parameter for Each Band,The asymmetry factor is the angular integral of the aerosol scattering phase function weighted by the cosine of the angle with the incident radiation flux. The asymmetry coefficient is here an integral over all wavelength bands.,"Instantaneous value (i.e. synoptic or time-step value), Global field on model atmosphere levels [XY-A] {spectband:} [tpt]",E3hrPt.aerasymbnd,E3hrPt.aerasymbnd,,
rec2MsMps4YplKihK,Emon.hus27,,,,,,,,9999,,,,,,Emon.hus27,"Requested, not published",
rec2N5k4hPZzfoAfW,EmonZ.tntrlcs,Tendency of Air Temperature Due to Clear Sky Longwave Radiative Heating,14.0,727.0,14.53,1520.0,1220,1174.0,727,tendency_of_air_temperature_due_to_longwave_heating_assuming_clear_sky,Tendency of Air Temperature Due to Clear Sky Longwave Radiative Heating,zonal mean; hence YZT,"Temporal mean, Atmospheric Zonal Mean (on 39 pressure levels) [Y-P39] [tmean]",EmonZ.tntrlcs,EmonZ.tntrlcs,,
rec2SqOO9jKtSsFAf,Omon.amocrapid,,1.0,1765.0,None,1848.0,None,1848.0,1765,na,na,na,,,,"In ESGF, not requested",
rec2TKhpzjGPBC2a9,AERmon.pan,PAN Volume Mixing Ratio,11.0,898.0,2075.78,454.0,4479,740.0,454,mole_fraction_of_peroxyacetyl_nitrate_in_air,PAN Volume Mixing Ratio,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.","Temporal mean, Global field on model atmosphere levels [XY-A]",AERmon.pan,AERmon.pan,,
rec2Tnn9cooAdVvQE,IyrAnt.sftgrf,,,,,,,,9999,,,,,,IyrAnt.sftgrf,"Requested, not published",
rec2ZmLxlakMN0Ffz,6hrPlevPt.hus,,38.0,248.0,136729.06,35.0,22196,292.0,35,na,na,na,,,,"In ESGF, not requested",
rec2aX4XY4mMyY5lJ,Eday.mrsfl,Frozen Water Content of Soil Layer,22.0,508.0,7291.46,245.0,6271,590.0,245,frozen_water_content_of_soil_layer,Frozen Water Content of Soil Layer,"in each soil layer, the mass of water in ice phase.  Reported as 'missing' for grid cells occupied entirely by 'sea'","Temporal mean, Global field on soil levels [XY-S] [amnla-tmn]",Eday.mrsfl,Eday.mrsfl,,
rec2cG9vuqhRGcUjG,E3hrPt.clcalipso,CALIPSO Percentage Cloud Cover,8.0,1159.0,28.33,1412.0,18,1756.0,1159,cloud_area_fraction_in_atmosphere_layer,CALIPSO Percentage Cloud Cover,CALIPSO Cloud Area Fraction,"Instantaneous value (i.e. synoptic or time-step value), Global field on 40 altitude levels [XY-H40] [amn-tpt]",E3hrPt.clcalipso,E3hrPt.clcalipso,,
rec2dpYCcjH4HB0UZ,Omon.pp,Primary Carbon Production by Phytoplankton,18.0,593.0,22667.81,123.0,9138,483.0,123,tendency_of_mole_concentration_of_particulate_organic_matter_expressed_as_carbon_in_sea_water_due_to_net_primary_production,Primary Carbon Production by Phytoplankton,"total primary (organic carbon) production by phytoplankton [Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers.  ""Tracer""  concentations should be reported even if they are diagnosed rather than prognostically calculated.]","Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Omon.pp,Omon.pp,,
rec2gxEJObnXz31Ti,Efx.wilt,Wilting Point,2.0,1681.0,0.13,1808.0,314,1478.0,1478,volume_fraction_of_condensed_water_in_soil_at_wilting_point,Wilting Point,Wilting Point,Time Invariant Global Field on Soil Levels [XY-na] {sdepth:} [amla],Efx.wilt,Efx.wilt,,
rec2jCgUWbYZDWUsN,Omon.no3,Dissolved Nitrate Concentration,31.0,332.0,82970.82,50.0,32160,237.0,50,mole_concentration_of_nitrate_in_sea_water,Dissolved Nitrate Concentration,"Mole concentration means moles (amount of substance) per unit volume and is used in the construction mole_concentration_of_X_in_Y, where X is a material constituent of Y. [Concentrations of all 3D tracers in the uppermost ocean layer. See first table in Oyr for a complete list of these tracers.  ""Tracer""  concentations should be reported even if they are diagnosed rather than prognostically calculated.]","Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Omon.no3,Omon.no3,,
rec2mxUHTETVeQiQN,CFmon.rlut4co2,TOA Outgoing Longwave Radiation 4XCO2 Atmosphere,14.0,727.0,60.54,1262.0,2273,980.0,727,toa_outgoing_longwave_flux,TOA Outgoing Longwave Radiation 4XCO2 Atmosphere,Top-of-atmosphere outgoing longwave radiation calculated using carbon dioxide concentrations increased fourfold,"Temporal mean, Global field (single level) [XY-na] [am-tm]",CFmon.rlut4co2,CFmon.rlut4co2,,
rec2nImUKzbfwwGKr,Oyr.co3satcalc,Mole Concentration of Carbonate Ion in Equilibrium with Pure Calcite in Sea Water,12.0,839.0,725.87,646.0,1649,1101.0,646,mole_concentration_of_carbonate_expressed_as_carbon_at_equilibrium_with_pure_calcite_in_sea_water,Mole Concentration of Carbonate Ion in Equilibrium with Pure Calcite in Sea Water,Mole concentration (number of moles per unit volume: molarity) of the carbonate anion (CO3) for sea water in equilibrium with pure calcite. Aragonite  (CaCO3) is a mineral that is a polymorph of calcium carbonate.,"Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.co3satcalc,Oyr.co3satcalc,,
rec2nsqKyMzK376F8,Oday.phycos,Sea Surface Phytoplankton Carbon Concentration,9.0,1069.0,2006.13,463.0,693,1321.0,463,mole_concentration_of_phytoplankton_expressed_as_carbon_in_sea_water,Sea Surface Phytoplankton Carbon Concentration,sum of phytoplankton organic carbon component concentrations at the sea surface,"Temporal mean, Global field (single level) [XY-na] [amse-tmn]",Oday.phycos,Oday.phycos,,
rec2s0140HxnN7XuL,AERmon.od550bc,Black Carbon Optical Thickness at 550nm,30.0,351.0,382.89,789.0,12237,411.0,351,atmosphere_optical_thickness_due_to_black_carbon_ambient_aerosol,Black Carbon Optical Thickness at 550nm,Total aerosol AOD due to black carbon aerosol at a wavelength of 550 nanometres.,"Temporal mean, Global field (single level) [XY-na] {:lambda550nm} [am-tm]",AERmon.od550bc,AERmon.od550bc,,
rec2s0tV9tFlVZMqi,Amon.o3Clim,,,,,,,,9999,,,,,,Amon.o3Clim,"Requested, not published",
rec2u6jIQywqhyfDx,CFsubhr.clivi,Ice Water Path,10.0,956.0,65.0,1245.0,122,1611.0,956,atmosphere_mass_content_of_cloud_ice,Ice Water Path,"mass of ice water in the column divided by the area of the column (not just the area of the cloudy portion of the column). Includes precipitating frozen hydrometeors ONLY if the precipitating hydrometeor affects the calculation of radiative transfer in model. [This table includes the 2-D variables listed in the ""Amon"" spreadsheet, omitting, however, the daily maximum and minimum temperatures.  All variables should be reported as synoptic fields, not daily means.]","Instantaneous value (i.e. synoptic or time-step value), Site (121 specified sites) [S-na] [apt-tpt]",CFsubhr.clivi,CFsubhr.clivi,,
rec2x6pZeUeBBYDEE,Lmon.cropFrac,Percentage Crop Cover,44.0,204.0,239.15,914.0,69203,161.0,161,area_fraction,Percentage Crop Cover,"Percentage of entire grid cell  that is covered by crop. [Note that if this variable is independent of time, it should be stored only for a single time (user choice).]","Temporal mean, Global field (single level) [XY-na] {:typecrop} [amnlax-tmn]",Lmon.cropFrac,Lmon.cropFrac,,
rec2yqc6jL5y9c5Nf,EdayZ.ta,Air Temperature,27.0,402.0,559.25,693.0,13211,400.0,400,air_temperature,Air Temperature,zonal mean; hence YZT,"Temporal mean, Atmospheric Zonal Mean (on 19 pressure levels) [Y-P19] [tmean]",EdayZ.ta,EdayZ.ta,,
rec30mOIggK49aqxn,Emon.fHarvestToAtmos,Harvested Biomass That Goes Straight into Atmosphere as Carbon Mass Flux [kgC m-2 s-1],6.0,1295.0,26.06,1429.0,1968,1046.0,1046,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_crop_harvesting,Harvested Biomass That Goes Straight into Atmosphere as Carbon Mass Flux [kgC m-2 s-1],any harvested carbon that is assumed to decompose immediately into the atmosphere is reported here,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Emon.fHarvestToAtmos,Emon.fHarvestToAtmos,,
rec31Q4NvGdwHg4at,SImon.sicompstren,Compressive Sea Ice Strength,38.0,248.0,141.99,1058.0,13103,402.0,248,compressive_strength_of_sea_ice,Compressive Sea Ice Strength,"Computed strength of the ice pack, defined as the energy (J m-2) dissipated per unit area removed from the ice pack under compression, and assumed proportional to the change in potential energy caused by ridging. For Hibler-type models, this is P (= P*h exp(-C(1-A)) where P* is compressive strength, h ice thickness, A compactness and C strength reduction constant).","Temporal mean, Global field (single level) [XY-na] [amnsi-twm]",SImon.sicompstren,SImon.sicompstren,,
rec34zSxZ4RlTZ5E9,Omon.intdoc,Dissolved Organic Carbon Content,13.0,788.0,385.07,785.0,6849,557.0,557,ocean_mass_content_of_dissolved_organic_carbon,Dissolved Organic Carbon Content,Vertically integrated DOC (explicit pools only),"Temporal mean, Global field (sum over depth) [XY-na] [amdss-tmn]",Omon.intdoc,Omon.intdoc,,
rec35ryq58UgPhhmQ,CF3hr.psl,Sea Level Pressure,21.0,533.0,4740.25,313.0,2145,1003.0,313,air_pressure_at_mean_sea_level,Sea Level Pressure,Sea level pressure,"Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] [amn-tpt]",CF3hr.psl,CF3hr.psl,,
rec3D5OKMCZ91bO00,Oyr.opottemppadvect,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Eddy Advection,15.0,692.0,815.42,619.0,2385,955.0,619,tendency_of_sea_water_potential_temperature_expressed_as_heat_content_due_to_parameterized_eddy_advection,Tendency of Sea Water Potential Temperature Expressed as Heat Content Due to Parameterized Eddy Advection,Tendency of heat content for a grid cell from parameterized  eddy advection (all forms of eddy advection). Reported only for models that use potential temperature as prognostic field. [Report on native horizontal grid. Online mapping to depth/pressure vertical grid if depth or pressure are not native.],"Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.opottemppadvect,Oyr.opottemppadvect,,
rec3DgVJYzJW9299M,CF3hr.ps,Surface Air Pressure,2.0,1681.0,15.49,1507.0,135,1596.0,1507,surface_air_pressure,Surface Air Pressure,Surface Pressure .. needed for vertical coordinates,"Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] [amn-tpt]",CF3hr.ps,CF3hr.ps,,
rec3EXWff8Jq8UDlV,AERmon.drynh3,Dry Deposition Rate of NH3,9.0,1069.0,36.1,1367.0,4421,744.0,744,minus_tendency_of_atmosphere_mass_content_of_ammonia_due_to_dry_deposition,Dry Deposition Rate of NH3,,"Temporal mean, Global field (single level) [XY-na] [am-tm]",AERmon.drynh3,AERmon.drynh3,,
rec3EdPKnJ8CXbI3d,AERmon.mmrso4,Aerosol Sulfate Mass Mixing Ratio,29.0,366.0,18678.4,141.0,19325,316.0,141,mass_fraction_of_sulfate_dry_aerosol_particles_in_air,Aerosol Sulfate Mass Mixing Ratio,Dry mass of sulfate (SO4) in aerosol particles as a fraction of air mass.,"Temporal mean, Global field on model atmosphere levels [XY-A]",AERmon.mmrso4,AERmon.mmrso4,,
